365	342	35	5
366	131	36	5
367	343	38	5
368	344	17	3
369	345	65	5
370	346	19	5
371	347	68	4
372	348	13	4
373	349	3	4
374	350	2	5
375	348	66	5
376	351	3	5
377	352	32	3
378	144	43	5
379	353	28	5
380	354	5	1
383	357	46	5
384	358	29	3
385	359	46	5
386	360	20	5
387	361	32	4
388	362	77	5
389	363	12	4
391	365	13	4
392	134	66	4
393	366	13	5
394	367	20	4
395	368	66	3
396	94	47	2
70	369	17	4
397	369	63	5
398	370	31	2
400	371	16	3
401	372	35	2
402	373	60	5
403	374	63	2
404	375	53	5
405	376	76	1
407	202	52	5
408	378	9	5
409	379	56	5
410	380	60	5
411	381	11	4
259	382	15	5
412	383	28	4
413	384	33	4
414	36	53	4
415	385	15	5
416	386	78	5
417	99	53	5
418	250	64	5
419	141	17	4
420	387	15	5
421	388	25	4
422	389	5	3
423	390	11	2
424	128	61	3
425	391	29	5
426	392	32	5
427	393	27	1
31	382	4	4
428	394	61	3
429	395	52	2
430	396	42	5
431	397	26	1
432	398	61	3
433	399	13	3
434	400	73	4
435	401	52	5
436	402	19	3
437	403	66	5
200	404	19	3
438	405	43	5
439	406	60	5
442	409	20	5
443	410	15	5
444	411	28	5
445	412	34	2
446	413	9	5
448	415	53	2
449	416	60	5
200	417	19	4
450	418	4	5
451	419	51	4
452	142	11	5
453	420	18	4
454	421	36	2
456	423	31	5
457	424	29	2
458	425	46	5
459	426	66	5
461	428	6	3
462	429	29	4
463	430	59	3
464	431	79	3
465	432	45	5
467	434	29	3
468	435	38	3
469	120	13	4
470	358	80	5
471	436	36	4
472	437	15	4
473	438	66	3
474	439	27	2
475	440	13	5
476	441	25	1
477	442	57	2
478	443	45	4
479	444	35	5
481	445	56	3
39	446	60	4
483	448	64	3
48	449	26	4
484	450	42	1
485	114	36	1
486	452	35	5
489	455	56	2
490	456	9	5
491	457	52	3
492	458	52	4
493	459	28	4
494	460	60	4
495	461	13	5
496	462	51	5
497	463	39	5
364	116	27	4
499	27	13	4
381	465	59	2
501	466	24	4
503	467	65	3
504	468	5	3
506	470	57	5
507	471	10	4
508	472	33	4
509	473	36	5
510	474	62	1
511	475	38	2
512	476	39	3
513	477	11	1
514	478	81	4
515	127	14	3
516	221	82	5
517	25	37	3
518	479	47	3
519	480	14	4
520	481	56	1
521	482	60	4
522	483	53	4
523	484	57	3
524	485	75	4
498	486	63	4
526	488	5	5
527	15	29	2
528	489	34	4
529	490	46	3
530	491	66	4
531	492	10	4
532	493	63	5
533	494	33	5
534	495	33	5
535	496	60	3
536	497	20	4
537	498	56	3
538	499	61	2
55	500	15	4
539	99	52	3
541	502	16	4
542	503	12	1
543	504	3	5
544	505	42	3
545	506	70	5
546	507	64	1
547	174	65	5
548	508	45	4
549	509	19	1
550	510	53	2
551	511	7	5
77	512	83	4
552	513	38	3
553	269	20	5
438	514	18	4
102	515	1	5
554	367	25	4
556	202	47	3
557	517	39	3
558	106	31	4
560	519	9	4
561	248	63	5
562	520	33	5
563	521	63	5
564	522	56	1
565	523	4	1
566	524	42	4
410	525	31	4
568	527	15	5
569	528	39	5
571	530	6	4
572	531	6	5
573	127	64	5
52	532	35	4
574	533	3	5
575	449	73	5
576	152	46	5
577	28	61	5
578	534	57	4
579	367	46	5
580	75	36	1
95	381	69	4
581	535	20	5
168	536	64	4
582	53	21	5
583	537	33	4
584	538	67	3
585	539	19	3
586	540	45	5
587	541	9	3
588	542	15	4
589	543	14	4
590	544	60	1
591	545	25	5
592	546	45	5
593	547	56	5
594	548	9	1
595	549	24	2
596	550	10	4
598	242	1	5
599	364	14	3
600	552	31	5
601	553	65	5
602	554	80	4
603	555	60	1
604	457	36	3
605	556	60	4
606	557	46	5
607	558	62	5
608	559	9	3
609	560	15	1
89	561	31	2
610	418	56	3
611	562	5	5
612	563	60	2
613	564	15	2
615	566	54	5
616	567	73	4
618	569	5	5
619	570	15	4
415	571	60	5
620	572	13	2
621	573	4	4
622	574	57	5
623	575	40	4
624	576	43	5
625	577	46	5
626	578	36	5
627	579	39	5
628	580	5	5
629	581	23	2
213	582	6	4
630	583	67	5
631	584	66	5
58	585	39	4
632	586	28	3
633	587	13	3
634	522	61	4
635	588	47	4
636	589	24	5
637	590	32	3
364	94	73	3
638	152	17	5
639	592	12	4
642	595	32	1
643	596	5	4
644	147	22	5
645	597	28	4
646	598	45	4
591	599	25	5
648	449	28	4
649	601	60	4
650	602	45	5
651	232	36	4
652	603	63	2
653	604	31	5
654	605	30	5
655	606	9	4
656	420	36	3
657	607	32	4
659	608	56	3
660	609	3	4
27	610	59	4
661	482	15	4
662	516	5	3
663	144	20	4
664	611	9	4
665	612	52	4
666	613	18	3
667	386	59	4
668	614	60	3
28	502	6	4
669	615	38	3
670	616	35	5
426	617	10	3
671	618	29	1
672	619	44	3
673	620	3	3
674	621	38	4
675	622	61	5
676	623	66	3
397	624	11	3
677	625	60	5
678	626	48	2
679	627	25	4
680	425	1	5
681	628	53	3
682	629	66	4
683	630	65	3
684	631	10	5
685	632	15	5
226	633	42	3
687	281	61	5
688	635	9	4
689	636	4	3
690	281	84	5
691	624	31	4
692	637	4	3
693	638	41	4
694	639	46	2
498	640	56	3
695	641	47	5
696	642	59	5
464	643	84	5
697	644	14	5
698	645	28	4
430	646	42	4
699	172	15	5
700	647	39	2
701	648	53	5
702	649	63	4
703	650	80	3
706	653	13	5
707	654	46	4
708	655	65	5
709	656	52	5
710	657	16	5
711	658	14	3
713	659	53	5
714	660	76	5
715	661	5	5
717	663	29	3
718	664	36	1
719	665	32	4
720	666	9	4
721	667	16	5
722	668	45	4
725	670	74	3
726	671	19	1
727	672	10	5
728	673	10	5
730	120	65	1
731	675	39	5
384	676	32	3
732	515	47	5
733	677	2	4
734	678	6	5
735	679	29	3
736	680	13	1
737	504	76	5
738	681	42	5
739	682	18	4
740	116	32	1
741	683	46	5
742	684	20	4
743	685	51	3
744	686	38	4
745	687	42	5
746	688	38	4
748	690	10	5
749	691	68	3
750	692	28	3
751	693	48	3
752	79	42	5
753	694	16	3
754	79	9	4
755	192	42	5
756	695	73	1
757	696	9	5
758	697	15	4
759	698	44	4
760	164	11	4
761	699	54	4
762	700	38	5
763	701	63	5
500	702	68	5
764	703	19	4
765	704	39	2
766	705	5	5
769	708	31	3
770	709	42	4
771	710	32	5
624	711	65	5
772	712	32	4
773	713	61	5
774	714	66	4
776	646	73	5
364	717	55	3
778	718	31	1
779	361	52	5
780	719	29	1
781	720	39	5
782	721	34	3
783	722	11	3
784	99	46	5
785	723	45	2
786	724	17	2
203	725	30	4
788	727	4	5
789	728	25	3
790	729	6	4
791	730	18	3
793	732	75	3
171	733	11	3
794	734	12	5
796	422	27	2
797	736	56	4
798	737	63	5
799	738	80	4
800	360	33	4
801	739	36	2
802	740	66	5
803	741	25	3
804	742	23	5
805	743	60	5
573	744	46	3
806	542	52	4
807	745	5	5
808	746	76	4
809	747	4	4
810	748	35	3
811	749	39	5
812	750	6	5
599	363	1	3
813	751	19	4
814	752	45	4
816	753	17	5
289	754	56	1
818	756	39	1
819	757	4	5
820	758	65	5
821	759	16	5
822	760	39	2
823	762	31	1
824	763	47	3
826	765	85	4
14	766	4	4
827	767	60	5
829	574	64	5
830	768	29	5
831	769	9	5
832	489	57	5
833	770	4	4
834	772	39	5
836	773	42	5
837	225	56	5
838	774	55	4
839	775	16	5
840	776	55	2
842	777	20	5
843	126	28	5
844	161	2	4
845	166	42	1
165	541	19	3
846	778	5	3
847	779	17	4
848	53	12	5
849	599	1	5
850	780	35	3
851	781	4	4
63	782	47	2
852	480	15	4
853	783	32	5
854	133	47	2
855	784	66	4
856	785	64	4
857	786	58	5
858	787	39	1
859	788	66	4
860	789	29	5
861	790	48	4
862	791	45	5
863	792	42	5
865	157	70	4
866	793	20	1
867	599	6	5
89	794	64	4
868	451	64	4
869	484	19	3
870	795	31	5
871	556	84	5
872	796	36	2
873	797	27	3
874	798	28	4
875	799	11	4
876	161	32	4
877	800	18	3
878	801	19	4
879	802	47	5
810	803	4	3
880	804	31	4
881	805	29	5
430	806	42	3
882	709	16	5
883	807	63	2
884	808	35	5
885	440	4	5
886	809	63	5
846	810	65	4
821	811	9	5
887	812	29	4
888	813	47	5
889	814	66	4
890	815	14	4
892	817	29	4
893	818	10	4
894	819	36	1
895	820	42	5
896	821	63	5
233	822	4	3
898	824	40	4
899	825	16	5
900	826	56	3
901	367	61	5
902	827	20	4
903	828	46	5
904	829	20	3
905	830	63	5
906	831	64	5
907	705	9	5
909	834	85	5
911	835	84	5
912	836	20	4
913	253	19	3
914	837	46	4
915	838	35	4
855	839	33	5
916	840	27	4
917	841	19	4
919	843	13	5
163	139	3	4
921	845	15	2
922	302	43	5
923	846	86	5
924	847	9	4
925	172	3	4
926	848	1	5
927	849	65	2
152	850	41	3
928	852	47	4
929	853	24	3
86	854	30	4
930	855	42	2
931	856	13	5
438	857	1	4
933	859	63	5
934	860	60	4
935	242	12	5
936	861	60	4
937	862	11	1
938	863	1	3
939	864	82	3
941	866	36	4
942	867	13	1
943	868	73	2
944	869	2	1
945	870	5	5
946	871	1	4
947	872	1	5
948	874	45	3
949	875	43	1
950	508	62	2
951	63	50	4
952	876	36	5
953	877	20	3
954	878	17	5
955	879	54	2
956	521	39	4
339	880	30	4
957	881	4	4
958	882	4	5
959	883	73	5
960	884	20	2
213	885	1	3
961	738	64	3
962	877	18	5
964	886	56	2
965	887	24	4
966	888	16	3
967	889	64	1
969	891	17	5
970	892	1	4
278	893	69	5
686	894	16	2
971	895	64	5
972	896	27	4
973	897	36	4
975	898	25	2
977	900	4	4
978	127	1	4
165	41	62	4
979	174	81	5
213	901	53	3
980	902	63	5
981	903	32	5
284	905	22	5
983	186	1	4
984	906	60	4
985	292	43	4
986	907	38	4
987	128	38	5
988	168	25	3
989	908	64	5
990	909	48	4
991	771	33	4
992	910	9	4
993	911	54	2
994	912	39	5
995	913	52	1
996	914	42	5
97	482	73	4
997	915	24	1
998	916	66	5
999	917	18	3
446	921	9	4
921	922	62	5
333	931	13	4
690	933	25	3
455	79	68	4
665	937	24	4
168	969	34	2
491	36	33	3
110	987	60	4
811	853	62	5
522	564	6	4
616	235	31	4
766	114	42	4
496	114	24	5
328	973	32	4
293	53	18	5
730	516	38	1
219	449	31	4
451	818	44	5
89	387	80	4
176	690	44	4
391	895	26	4
787	521	44	4
539	361	80	5
532	57	15	4
866	336	54	4
381	465	5	4
168	967	34	4
600	326	17	3
32	504	59	5
782	771	75	4
381	348	46	5
319	52	53	4
164	930	25	3
228	884	71	5
8	782	43	4
45	881	2	3
384	646	29	4
830	182	29	4
373	266	52	3
497	463	39	5
391	479	47	2
595	211	67	4
985	673	53	5
15	723	66	3
164	109	2	4
513	801	57	5
920	716	29	3
528	482	6	3
52	109	33	4
480	454	69	4
344	570	59	5
819	17	31	5
151	823	25	3
411	232	18	5
410	685	53	5
424	94	3	4
431	94	68	2
779	653	5	1
917	112	31	5
47	523	63	3
315	53	42	4
151	952	12	4
782	705	73	3
783	482	65	4
811	550	33	3
139	225	45	4
634	164	80	5
226	970	28	3
909	141	44	3
468	290	46	4
955	18	42	5
768	504	8	5
468	934	39	5
391	399	6	3
311	128	53	4
431	53	24	4
783	770	3	5
687	455	61	5
108	564	52	2
376	871	3	4
720	464	11	4
522	624	3	4
917	180	29	5
116	482	52	5
512	938	16	3
761	175	67	2
782	749	23	3
57	677	67	2
108	566	29	5
78	503	77	3
406	463	63	4
751	449	48	4
314	824	10	4
473	995	4	3
808	606	64	4
3	723	10	4
364	10	35	4
308	970	2	3
960	168	29	4
783	15	57	5
336	114	7	2
67	728	42	4
266	725	3	3
532	692	25	3
789	390	28	3
139	24	30	4
378	789	70	5
783	471	1	4
323	802	64	5
417	94	18	3
397	556	57	4
942	485	28	3
539	566	47	4
309	931	20	3
835	769	66	4
717	610	42	4
27	266	2	4
539	53	1	5
171	964	43	2
391	291	20	4
310	964	3	5
968	53	42	5
95	957	23	3
176	148	12	4
583	6	33	5
608	63	80	3
293	231	29	5
952	920	45	4
260	586	42	5
612	679	60	4
463	261	22	5
424	872	25	4
214	675	10	1
293	161	60	3
716	508	43	5
173	508	62	5
213	482	35	4
121	657	55	2
600	737	6	2
27	564	53	3
379	392	61	1
676	988	45	4
374	421	27	4
512	706	5	5
354	480	2	5
644	490	67	5
463	853	52	4
783	470	17	5
45	245	85	2
783	120	65	5
911	677	48	5
804	524	23	3
373	34	64	4
529	916	59	2
171	326	12	5
339	853	2	3
396	792	56	2
58	332	60	3
328	789	70	3
911	116	84	5
82	502	32	5
717	738	17	1
464	690	84	5
137	289	65	3
293	94	18	4
858	706	39	2
463	703	37	5
380	241	57	4
806	524	33	5
403	873	63	4
899	126	31	3
451	682	76	4
983	25	43	3
444	961	52	4
424	328	61	2
866	940	6	4
168	24	6	3
142	63	18	5
142	225	54	4
584	889	67	4
549	78	19	4
782	249	1	5
1	187	4	3
308	789	64	3
782	592	25	4
984	564	4	4
951	939	75	4
45	101	52	3
51	264	62	3
725	939	77	4
284	31	22	2
917	492	47	4
22	774	16	1
451	895	30	3
397	533	43	5
127	312	13	4
830	662	29	4
423	755	56	4
373	549	80	3
373	22	5	3
373	286	60	4
27	216	40	5
180	454	58	5
49	795	35	1
821	738	32	5
513	555	13	3
444	28	51	3
308	153	53	4
371	646	12	5
114	838	53	4
783	636	60	4
406	567	6	4
900	58	56	4
821	295	64	5
167	816	36	4
27	133	48	4
487	689	8	3
539	12	52	4
920	569	5	4
438	404	55	4
452	731	69	3
750	721	28	4
308	688	80	3
37	63	76	5
344	295	37	5
330	404	55	4
644	626	12	4
820	815	42	2
881	75	32	3
645	677	27	5
985	508	29	4
136	34	6	5
51	846	70	2
508	929	10	4
227	456	26	4
184	891	28	2
13	302	53	4
868	771	80	5
244	891	14	4
512	268	13	4
284	524	55	2
175	758	68	5
280	392	20	3
203	170	7	2
892	72	41	1
892	817	15	2
136	81	45	5
45	129	39	2
973	52	32	2
444	115	43	5
301	642	75	1
983	877	11	4
881	364	52	4
782	193	8	2
226	7	56	3
373	661	53	4
473	468	15	4
180	295	55	5
329	574	70	4
339	173	24	4
171	709	25	4
339	642	69	5
344	221	8	5
13	161	32	5
226	157	31	4
420	874	15	4
909	699	75	5
114	872	31	4
52	496	60	4
647	348	28	5
99	896	80	4
72	985	65	2
114	173	6	4
644	213	73	5
438	626	25	3
203	317	82	5
698	626	44	4
667	563	23	5
37	624	27	4
943	291	39	3
751	454	54	4
592	220	45	5
244	95	80	4
344	372	8	4
455	570	54	3
406	567	2	4
783	291	9	4
142	375	62	3
912	369	42	4
227	202	44	3
457	671	80	4
391	840	26	4
344	869	8	3
431	904	54	5
87	896	56	5
74	825	64	5
733	645	22	5
720	341	12	5
612	872	16	5
387	13	1	3
176	167	80	3
909	615	67	4
951	116	50	5
139	614	4	4
165	567	62	4
214	806	70	5
13	31	11	3
615	254	73	4
532	404	52	2
168	536	3	4
888	327	5	4
86	67	30	4
846	695	31	4
380	839	61	5
913	464	64	4
391	699	73	4
786	177	70	5
951	629	57	5
114	39	4	5
374	823	55	2
397	126	11	4
310	232	47	2
431	400	73	3
27	563	17	3
114	982	31	5
826	551	41	4
423	135	62	4
171	771	51	3
189	769	10	1
679	231	73	5
57	269	27	4
512	201	28	4
717	161	3	3
258	773	51	4
523	599	80	4
171	853	73	4
528	180	52	2
539	877	20	5
48	295	83	5
532	907	24	3
648	928	16	3
284	497	44	4
317	114	5	4
808	250	44	4
8	152	46	4
468	161	10	4
507	817	10	4
312	52	31	4
810	61	19	4
452	721	70	2
247	296	17	4
608	233	28	4
783	653	64	5
431	120	42	5
316	729	4	1
180	277	84	3
244	846	57	4
500	721	72	3
782	904	37	2
616	219	61	4
384	661	6	5
463	231	23	3
200	896	66	3
45	465	34	4
803	972	25	3
163	974	46	4
152	570	7	4
303	605	42	5
418	232	41	4
722	211	36	5
244	63	14	5
855	63	33	5
452	853	22	4
600	180	62	4
554	401	11	3
226	623	4	4
740	338	32	1
417	121	47	5
142	216	73	4
783	261	12	4
38	475	15	5
463	74	69	4
437	713	66	4
158	280	62	2
293	502	43	4
13	962	38	3
52	254	31	4
27	401	59	4
627	640	15	5
132	581	62	4
865	514	66	3
873	436	22	1
670	170	6	3
364	482	67	5
27	935	24	5
186	485	15	1
599	503	43	3
139	106	6	3
759	15	14	4
670	348	19	5
679	126	70	4
802	846	53	5
391	908	6	4
693	896	11	4
890	231	43	4
168	213	51	2
36	656	4	4
438	286	18	5
391	378	29	4
403	482	33	4
424	382	20	4
332	911	44	3
413	917	62	4
865	82	39	3
315	792	31	3
45	509	1	4
27	524	30	4
452	548	34	3
391	753	44	5
644	292	2	5
846	390	5	4
790	15	6	5
516	935	82	5
462	519	29	4
813	747	51	3
806	797	73	4
372	656	13	5
624	691	33	5
38	923	51	4
783	487	38	5
717	714	30	3
636	668	47	5
373	494	52	3
747	997	63	5
874	82	85	2
1	145	1	3
452	931	57	3
783	485	32	4
881	125	53	5
691	145	15	5
114	567	70	5
31	161	2	3
75	161	31	4
344	896	54	4
806	316	9	4
137	853	38	5
782	470	51	2
913	496	62	4
539	595	13	4
391	991	25	3
53	23	57	4
339	72	11	4
403	793	64	1
784	569	56	3
391	292	32	4
821	303	61	4
142	211	69	5
763	621	56	4
204	851	56	2
278	173	48	4
487	939	8	5
717	299	5	4
213	418	42	4
720	175	80	4
167	447	20	4
830	811	29	4
444	846	12	5
381	182	65	5
500	967	34	3
810	861	60	2
354	818	69	5
600	32	9	4
523	816	5	3
898	475	40	3
406	964	30	3
644	911	24	3
915	949	52	5
211	23	16	4
293	210	60	5
136	52	38	5
263	465	20	5
27	842	56	4
165	172	10	1
806	442	11	5
796	508	22	5
811	364	24	4
474	79	67	4
811	964	6	3
165	201	38	4
51	45	55	2
835	141	47	4
676	653	56	5
222	266	65	4
15	843	53	4
523	173	80	3
431	295	54	5
960	23	43	4
452	738	68	4
957	771	61	3
132	542	62	5
452	363	67	2
782	144	69	2
373	91	80	3
289	125	16	3
97	675	24	4
105	823	58	4
463	52	6	4
29	492	35	5
849	657	1	2
152	75	58	3
733	137	2	5
951	570	83	3
244	931	80	4
364	180	1	4
226	31	60	4
308	761	12	5
171	364	2	4
336	262	7	3
676	884	80	5
909	931	18	4
75	475	15	4
8	435	16	4
473	131	4	4
599	709	43	5
27	797	27	4
496	904	51	5
226	351	36	3
529	737	49	4
27	714	48	4
397	453	43	4
152	116	68	4
695	765	29	1
951	213	73	4
904	715	20	4
171	721	2	3
913	455	6	2
612	114	36	3
496	127	13	5
612	440	39	3
783	546	53	4
284	699	41	3
38	431	47	3
779	285	52	1
539	912	10	5
438	936	73	4
636	810	3	5
844	485	57	4
52	429	10	4
322	997	32	5
617	142	29	5
38	57	32	3
358	126	67	4
900	826	4	3
469	738	64	4
549	291	20	4
289	91	36	3
373	166	57	3
838	767	63	2
332	567	12	4
310	671	52	4
782	116	79	5
808	556	9	4
783	268	43	4
293	931	44	5
848	510	39	5
771	682	29	4
783	566	3	5
500	895	75	4
168	90	56	1
165	590	62	5
595	502	67	4
853	580	65	3
27	312	76	4
438	749	38	5
438	322	11	4
114	679	70	4
512	930	5	2
835	782	61	5
37	453	22	2
213	907	66	2
763	52	45	4
77	77	49	4
892	887	15	5
881	291	29	3
208	931	20	2
247	451	4	5
114	108	46	4
820	464	42	5
384	554	53	4
830	456	29	5
8	296	38	4
663	114	56	3
782	758	25	4
57	180	27	4
983	567	2	3
915	195	52	2
455	400	22	4
994	72	24	5
406	567	19	5
423	503	65	5
584	79	2	5
137	524	59	5
136	52	47	4
259	134	29	4
164	564	5	4
464	322	79	5
473	367	5	3
517	756	68	3
892	351	15	4
901	240	61	3
403	706	5	5
424	94	43	3
840	549	52	2
717	295	53	5
455	295	54	5
806	161	67	2
171	857	18	5
729	930	41	4
913	154	57	2
789	270	15	3
532	705	65	4
831	931	19	4
356	340	15	5
523	563	57	3
729	91	76	5
719	524	57	5
951	223	40	5
52	242	25	2
438	291	24	4
913	161	31	4
219	970	28	3
45	565	1	2
308	848	18	2
204	82	64	2
516	931	76	5
438	533	11	5
783	13	11	4
821	55	28	4
151	964	10	3
500	856	34	2
424	457	51	3
87	185	39	3
826	923	51	2
634	588	18	4
308	813	14	3
89	504	20	5
129	364	1	4
444	923	2	3
27	935	34	5
539	297	11	4
983	964	52	4
373	714	53	5
163	158	65	2
875	492	43	1
417	121	18	3
323	137	54	5
203	94	69	5
121	254	55	4
382	729	38	5
139	411	52	3
915	232	60	5
226	800	28	3
768	564	34	5
473	758	61	5
110	496	42	4
431	467	45	5
984	988	42	4
414	94	53	4
328	682	66	3
377	729	61	4
27	944	27	5
32	738	54	5
782	305	14	2
692	758	57	2
164	13	6	4
287	39	42	5
782	201	73	4
187	881	63	5
354	574	22	5
32	431	79	5
743	628	9	5
449	808	19	2
48	807	50	4
29	161	24	5
993	899	48	5
811	208	73	4
444	404	70	4
802	177	20	4
37	291	85	4
811	482	47	5
821	686	61	5
868	774	64	3
176	91	70	3
278	931	74	4
782	116	48	5
848	789	19	5
727	392	31	5
444	57	85	3
431	182	58	3
473	493	4	5
344	63	54	5
529	692	20	4
496	404	63	5
810	292	29	4
391	120	40	5
855	839	35	5
219	94	61	3
532	492	47	4
431	109	7	5
52	607	65	5
8	435	46	4
789	410	12	2
114	568	60	3
776	248	51	5
15	20	42	4
452	461	24	4
364	296	65	4
761	449	30	3
584	642	51	3
439	872	60	2
532	341	24	3
444	156	5	5
356	818	15	5
826	358	12	4
247	470	60	4
52	154	46	3
165	664	19	4
194	257	15	5
955	120	85	5
108	134	47	4
806	811	52	3
164	881	31	4
720	189	56	4
444	245	10	4
73	372	15	4
339	63	25	4
911	625	84	5
333	447	54	4
676	677	47	3
909	153	85	1
114	22	33	5
953	312	29	4
453	931	18	4
58	254	44	4
697	853	47	5
783	232	36	4
872	715	29	5
417	827	35	4
323	567	80	5
424	896	24	5
431	732	84	3
575	9	41	4
52	661	11	5
27	593	26	4
31	141	73	2
87	542	33	5
951	254	49	4
175	925	35	2
208	936	64	4
491	392	32	3
730	232	28	4
600	200	25	1
431	910	2	5
888	263	3	5
645	926	47	5
782	434	43	3
539	144	47	4
463	951	34	3
782	24	18	4
843	63	15	5
920	154	9	2
75	555	15	4
286	114	57	4
783	856	57	4
45	706	15	2
761	236	41	2
310	367	3	4
