movieId,title,genres
154,Blue in the Face (1995),Comedy|Drama
155,Canadian Bacon (1995),Comedy|War
156,Casper (1995),Adventure|Children
157,Clockers (1995),Crime|Drama|Mystery
158,Congo (1995),Action|Adventure|Mystery|Sci-Fi
159,Crimson Tide (1995),Drama|Thriller|War
160,Crumb (1994),Documentary
161,Desperado (1995),Action|Romance|Western
162,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
163,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
164,"Doom Generation, The (1995)",Comedy|Crime|Drama
165,Feast of July (1995),Drama
166,First Knight (1995),Action|Drama|Romance
167,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
168,Hackers (1995),Action|Adventure|Crime|Thriller
169,Jeffrey (1995),Comedy|Drama
170,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
171,Judge Dredd (1995),Action|Crime|Sci-Fi
172,Jury Duty (1995),Comedy
173,Kids (1995),Drama
174,Living in Oblivion (1995),Comedy
175,Lord of Illusions (1995),Horror
176,Love & Human Remains (1993),Comedy|Drama
177,Mad Love (1995),Drama|Romance
178,Mallrats (1995),Comedy|Romance
179,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
180,Moonlight and Valentino (1995),Drama|Romance
181,Mute Witness (1994),Comedy|Horror|Thriller
182,Nadja (1994),Drama
183,"Net, The (1995)",Action|Crime|Thriller
184,Nine Months (1995),Comedy|Romance
185,Party Girl (1995),Comedy
186,"Prophecy, The (1995)",Fantasy|Horror|Mystery
187,Reckless (1995),Comedy|Fantasy
188,Safe (1995),Thriller
189,"Scarlet Letter, The (1995)",Drama|Romance
190,"Show, The (1995)",Documentary
191,Showgirls (1995),Drama
192,Smoke (1995),Comedy|Drama
193,Something to Talk About (1995),Comedy|Drama|Romance
194,Species (1995),Horror|Sci-Fi
195,"Stars Fell on Henrietta, The (1995)",Drama
196,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
197,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
198,"Tie That Binds, The (1995)",Thriller
199,Three Wishes (1995),Drama|Fantasy
200,Total Eclipse (1995),Drama|Romance
201,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
202,Under Siege 2: Dark Territory (1995),Action
203,Unstrung Heroes (1995),Comedy|Drama
204,Unzipped (1995),Documentary
205,"Walk in the Clouds, A (1995)",Drama|Romance
206,Waterworld (1995),Action|Adventure|Sci-Fi
207,White Man's Burden (1995),Drama
208,Wild Bill (1995),Western
209,"Browning Version, The (1994)",Drama
210,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
211,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
212,Before the Rain (Pred dozhdot) (1994),Drama|War
213,Before Sunrise (1995),Drama|Romance
214,Billy Madison (1995),Comedy
215,"Babysitter, The (1995)",Drama|Thriller
216,Boys on the Side (1995),Comedy|Drama
217,"Cure, The (1995)",Drama
218,Castle Freak (1995),Horror
219,Circle of Friends (1995),Drama|Romance
220,Clerks (1994),Comedy
221,Don Juan DeMarco (1995),Comedy|Drama|Romance
222,Disclosure (1994),Drama|Thriller
223,Dream Man (1995),Thriller
224,Drop Zone (1994),Action|Thriller
225,Destiny Turns on the Radio (1995),Comedy
226,Death and the Maiden (1994),Drama|Thriller
227,Dolores Claiborne (1995),Drama|Thriller
228,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
229,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
230,Exotica (1994),Drama
231,Exit to Eden (1994),Comedy
232,Ed Wood (1994),Comedy|Drama
233,French Kiss (1995),Action|Comedy|Romance
234,Forget Paris (1995),Comedy|Romance
235,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
236,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
237,Hideaway (1995),Thriller
238,Fluke (1995),Children|Drama
239,Farinelli: il castrato (1994),Drama|Musical
240,Gordy (1995),Children|Comedy|Fantasy
241,Gumby: The Movie (1995),Animation|Children
242,"Glass Shield, The (1994)",Crime|Drama
243,Hoop Dreams (1994),Documentary
244,Heavenly Creatures (1994),Crime|Drama
245,Houseguest (1994),Comedy
246,Immortal Beloved (1994),Drama|Romance
247,Heavyweights (Heavy Weights) (1995),Children|Comedy
248,"Hunted, The (1995)",Action
249,I.Q. (1994),Comedy|Romance
250,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
251,Jefferson in Paris (1995),Drama
252,"Jerky Boys, The (1995)",Comedy
253,Junior (1994),Comedy|Sci-Fi
254,Just Cause (1995),Mystery|Thriller
255,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
256,Kiss of Death (1995),Crime|Drama|Thriller
257,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
258,Little Women (1994),Drama
259,"Little Princess, A (1995)",Children|Drama
260,Ladybird Ladybird (1994),Drama
261,"Enfer, L' (1994)",Drama
262,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
263,Legends of the Fall (1994),Drama|Romance|War|Western
264,Major Payne (1995),Comedy
265,Little Odessa (1994),Crime|Drama
266,My Crazy Life (Mi vida loca) (1993),Drama
267,Love Affair (1994),Drama|Romance
268,Losing Isaiah (1995),Drama
269,"Madness of King George, The (1994)",Comedy|Drama
270,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
271,Man of the House (1995),Comedy
272,Mixed Nuts (1994),Comedy
273,Milk Money (1994),Comedy|Romance
274,Miracle on 34th Street (1994),Drama
275,Miami Rhapsody (1995),Comedy
276,My Family (1995),Drama
277,Murder in the First (1995),Drama|Thriller
278,Nobody's Fool (1994),Comedy|Drama|Romance
279,Nell (1994),Drama
280,New Jersey Drive (1995),Crime|Drama
281,New York Cop (Nyﾃｻ Yﾃｴku no koppu) (1993),Action|Crime
282,Beyond Bedlam (1993),Drama|Horror
283,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
284,Nina Takes a Lover (1994),Comedy|Romance
285,Natural Born Killers (1994),Action|Crime|Thriller
286,Only You (1994),Comedy|Romance
287,Once Were Warriors (1994),Crime|Drama
288,Poison Ivy II (1996),Drama|Thriller
289,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
290,Lﾃｩon: The Professional (a.k.a. The Professional) (Lﾃｩon) (1994),Action|Crime|Drama|Thriller
291,"Perez Family, The (1995)",Comedy|Romance
292,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
293,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
294,Panther (1995),Drama
295,Pushing Hands (Tui shou) (1992),Drama
296,Priest (1994),Drama
297,Quiz Show (1994),Drama
298,Picture Bride (Bijo photo) (1994),Drama|Romance
299,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
300,"Quick and the Dead, The (1995)",Action|Thriller|Western
301,Roommates (1995),Comedy|Drama
302,Ready to Wear (Pret-A-Porter) (1994),Comedy
303,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
304,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
305,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
306,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
307,Rent-a-Kid (1995),Comedy
308,Relative Fear (1994),Horror|Thriller
309,Stuart Saves His Family (1995),Comedy
310,"Swan Princess, The (1994)",Animation|Children
311,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
312,"Specialist, The (1994)",Action|Drama|Thriller
313,Stargate (1994),Action|Adventure|Sci-Fi
314,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
315,"Shawshank Redemption, The (1994)",Crime|Drama
316,Shallow Grave (1994),Comedy|Drama|Thriller
317,Suture (1993),Film-Noir|Thriller
318,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
319,Swimming with Sharks (1995),Comedy|Drama
320,"Sum of Us, The (1994)",Comedy|Drama
321,National Lampoon's Senior Trip (1995),Comedy
322,To Live (Huozhe) (1994),Drama
323,Tank Girl (1995),Action|Comedy|Sci-Fi
324,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
325,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
326,Tales from the Hood (1995),Action|Crime|Horror
327,Tom & Viv (1994),Drama
328,Village of the Damned (1995),Horror|Sci-Fi
329,Tommy Boy (1995),Comedy
330,Vanya on 42nd Street (1994),Drama
331,Underneath (1995),Mystery|Thriller
332,"Walking Dead, The (1995)",Drama|War
333,What's Eating Gilbert Grape (1993),Drama
334,Virtuosity (1995),Action|Sci-Fi|Thriller
335,While You Were Sleeping (1995),Comedy|Romance
336,"War, The (1994)",Adventure|Drama|War
337,Double Happiness (1994),Drama
338,Muriel's Wedding (1994),Comedy
339,"Baby-Sitters Club, The (1995)",Children
340,Ace Ventura: Pet Detective (1994),Comedy
341,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
342,Backbeat (1993),Drama|Musical
343,Bitter Moon (1992),Drama|Film-Noir|Romance
344,Bullets Over Broadway (1994),Comedy
345,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
346,"Client, The (1994)",Drama|Mystery|Thriller
347,"Corrina, Corrina (1994)",Comedy|Drama|Romance
348,Crooklyn (1994),Comedy|Drama
349,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
350,Cobb (1994),Drama
351,"Flintstones, The (1994)",Children|Comedy|Fantasy
352,Forrest Gump (1994),Comedy|Drama|Romance|War
353,Four Weddings and a Funeral (1994),Comedy|Romance
354,Higher Learning (1995),Drama
355,I Like It Like That (1994),Comedy|Drama|Romance
356,I Love Trouble (1994),Action|Comedy
357,It Could Happen to You (1994),Comedy|Drama|Romance
358,"Jungle Book, The (1994)",Adventure|Children|Romance
359,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
360,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
361,Little Buddha (1993),Drama
362,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
363,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
364,Maverick (1994),Adventure|Comedy|Western
365,Mrs. Parker and the Vicious Circle (1994),Drama
366,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
367,"Paper, The (1994)",Comedy|Drama
368,Reality Bites (1994),Comedy|Drama|Romance
369,Red Rock West (1992),Thriller
370,Richie Rich (1994),Children|Comedy
371,Safe Passage (1994),Drama
372,"River Wild, The (1994)",Action|Thriller
373,Speed (1994),Action|Romance|Thriller
374,Speechless (1994),Comedy|Romance
375,Timecop (1994),Action|Sci-Fi|Thriller
376,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
377,When a Man Loves a Woman (1994),Drama|Romance
378,Wolf (1994),Drama|Horror|Romance|Thriller
379,Wyatt Earp (1994),Western
380,Bad Company (1995),Action|Crime|Drama
381,"Man of No Importance, A (1994)",Drama
382,S.F.W. (1994),Drama
383,"Low Down Dirty Shame, A (1994)",Action|Comedy
384,Boys Life (1995),Drama
385,"Colonel Chabert, Le (1994)",Drama|Romance|War
386,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
387,Jason's Lyric (1994),Crime|Drama
388,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
389,Street Fighter (1994),Action|Adventure|Fantasy
390,Coldblooded (1995),Comedy
391,Desert Winds (1995),Drama|Fantasy|Romance
392,Fall Time (1995),Drama
393,"Fear, The (1995)",Horror
394,Frank and Ollie (1995),Documentary
395,Girl in the Cadillac (1995),Drama
396,Homage (1995),Drama
397,Mirage (1995),Action|Thriller
398,Open Season (1996),Comedy
399,Two Crimes (Dos crﾃｭmenes) (1995),Comedy|Crime|Drama
400,Brother Minister: The Assassination of Malcolm X (1994),Documentary
401,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
402,Federal Hill (1994),Drama
403,In the Mouth of Madness (1995),Horror|Thriller
404,8 Seconds (1994),Drama
405,Above the Rim (1994),Crime|Drama
406,Addams Family Values (1993),Children|Comedy|Fantasy
407,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
408,"Age of Innocence, The (1993)",Drama
409,Airheads (1994),Comedy
410,"Air Up There, The (1994)",Comedy
411,Another Stakeout (1993),Comedy|Thriller
412,Bad Girls (1994),Western
413,Barcelona (1994),Comedy|Romance
414,Being Human (1993),Drama
415,"Beverly Hillbillies, The (1993)",Comedy
416,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
417,Black Beauty (1994),Adventure|Children|Drama
418,Blink (1994),Thriller
419,Blown Away (1994),Action|Thriller
420,Blue Chips (1994),Drama
421,Blue Sky (1994),Drama|Romance
422,Body Snatchers (1993),Horror|Sci-Fi|Thriller
423,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
424,"Bronx Tale, A (1993)",Drama
425,Cabin Boy (1994),Comedy
426,Calendar Girl (1993),Comedy|Drama
427,Carlito's Way (1993),Crime|Drama
428,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
429,Clean Slate (1994),Comedy
430,Cliffhanger (1993),Action|Adventure|Thriller
431,Coneheads (1993),Comedy|Sci-Fi
432,Color of Night (1994),Drama|Thriller
433,Cops and Robbersons (1994),Comedy
434,"Cowboy Way, The (1994)",Action|Comedy|Drama
435,Dangerous Game (1993),Drama
436,Dave (1993),Comedy|Romance
437,Dazed and Confused (1993),Comedy
438,Demolition Man (1993),Action|Adventure|Sci-Fi
439,"Endless Summer 2, The (1994)",Adventure|Documentary
440,Even Cowgirls Get the Blues (1993),Comedy|Romance
441,Fatal Instinct (1993),Comedy
442,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
443,"Favor, The (1994)",Comedy|Romance
444,Fearless (1993),Drama
445,Fear of a Black Hat (1994),Comedy
446,With Honors (1994),Comedy|Drama
447,Flesh and Bone (1993),Drama|Mystery|Romance
448,Widows' Peak (1994),Drama
449,For Love or Money (1993),Comedy|Romance
450,"Firm, The (1993)",Drama|Thriller
451,Free Willy (1993),Adventure|Children|Drama
452,Fresh (1994),Crime|Drama|Thriller
453,"Fugitive, The (1993)",Thriller
454,Geronimo: An American Legend (1993),Drama|Western
455,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
456,Getting Even with Dad (1994),Comedy
457,Go Fish (1994),Drama|Romance
458,"Good Man in Africa, A (1994)",Action|Adventure
459,Guilty as Sin (1993),Crime|Drama|Thriller
460,Hard Target (1993),Action|Adventure|Crime|Thriller
461,Heaven & Earth (1993),Action|Drama|War
462,Hot Shots! Part Deux (1993),Action|Comedy|War
463,Live Nude Girls (1995),Comedy
464,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
465,"House of the Spirits, The (1993)",Drama|Romance
466,House Party 3 (1994),Comedy
467,"Hudsucker Proxy, The (1994)",Comedy
468,I'll Do Anything (1994),Comedy|Drama
469,In the Army Now (1994),Comedy|War
470,In the Line of Fire (1993),Action|Thriller
471,In the Name of the Father (1993),Drama
472,"Inkwell, The (1994)",Comedy|Drama
473,What's Love Got to Do with It? (1993),Drama|Musical
474,Jimmy Hollywood (1994),Comedy|Crime|Drama
475,Judgment Night (1993),Action|Crime|Thriller
476,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
477,Kalifornia (1993),Drama|Thriller
478,Killing Zoe (1994),Crime|Drama|Thriller
479,King of the Hill (1993),Drama
480,Lassie (1994),Adventure|Children
481,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
482,Life with Mikey (1993),Comedy
483,Lightning Jack (1994),Comedy|Western
484,M. Butterfly (1993),Drama|Romance
485,Made in America (1993),Comedy
486,Malice (1993),Thriller
487,"Man Without a Face, The (1993)",Drama
488,Manhattan Murder Mystery (1993),Comedy|Mystery
489,Menace II Society (1993),Action|Crime|Drama
490,Executive Decision (1996),Action|Adventure|Thriller
491,In the Realm of the Senses (Ai no corrida) (1976),Drama
492,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
493,Much Ado About Nothing (1993),Comedy|Romance
494,Mr. Jones (1993),Drama|Romance
495,Mr. Wonderful (1993),Comedy|Romance
496,Mrs. Doubtfire (1993),Comedy|Drama
497,Naked (1993),Drama
498,"Next Karate Kid, The (1994)",Action|Children|Romance
499,"New Age, The (1994)",Drama
500,No Escape (1994),Action|Drama|Sci-Fi
501,North (1994),Comedy
502,Orlando (1992),Drama|Fantasy|Romance
503,"Perfect World, A (1993)",Crime|Drama|Thriller
504,Philadelphia (1993),Drama
505,"Piano, The (1993)",Drama|Romance
506,Poetic Justice (1993),Drama
507,"Program, The (1993)",Action|Drama
508,"Puppet Masters, The (1994)",Horror|Sci-Fi
509,Radioland Murders (1994),Comedy|Mystery|Romance
510,"Ref, The (1994)",Comedy
511,"Remains of the Day, The (1993)",Drama|Romance
512,Renaissance Man (1994),Comedy|Drama
513,Rising Sun (1993),Action|Drama|Mystery
514,"Road to Wellville, The (1994)",Comedy
515,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
516,Robin Hood: Men in Tights (1993),Comedy
517,Romeo Is Bleeding (1993),Crime|Thriller
518,Romper Stomper (1992),Action|Drama
519,Ruby in Paradise (1993),Drama
520,Rudy (1993),Drama
521,"Saint of Fort Washington, The (1993)",Drama
522,"Savage Nights (Nuits fauves, Les) (1992)",Drama
523,Schindler's List (1993),Drama|War
524,"Scout, The (1994)",Comedy|Drama
525,Searching for Bobby Fischer (1993),Drama
526,Second Best (1994),Drama
527,"Secret Garden, The (1993)",Children|Drama
528,Serial Mom (1994),Comedy|Crime|Horror
529,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
530,Shadowlands (1993),Drama|Romance
531,Short Cuts (1993),Drama
532,"Simple Twist of Fate, A (1994)",Drama
533,Sirens (1994),Drama
534,Six Degrees of Separation (1993),Drama
535,Sleepless in Seattle (1993),Comedy|Drama|Romance
536,Sliver (1993),Thriller
537,Blade Runner (1982),Action|Sci-Fi|Thriller
538,Son in Law (1993),Comedy|Drama|Romance
539,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
540,Striking Distance (1993),Action|Crime
541,Harem (1985),Drama
542,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
543,Surviving the Game (1994),Action|Adventure|Thriller
544,Terminal Velocity (1994),Action|Mystery|Thriller
545,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
546,Threesome (1994),Comedy|Romance
547,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
548,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
549,Tombstone (1993),Action|Drama|Western
550,Trial by Jury (1994),Crime|Drama|Thriller
551,True Romance (1993),Crime|Thriller
552,"War Room, The (1993)",Documentary
553,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
554,"Paris, France (1993)",Comedy
555,"Beans of Egypt, Maine, The (1994)",Drama
556,Killer (Bulletproof Heart) (1994),Drama|Thriller
557,Welcome to the Dollhouse (1995),Comedy|Drama
558,Germinal (1993),Drama|Romance
559,Chasers (1994),Comedy
560,Cronos (1993),Drama|Horror
561,Naked in New York (1994),Comedy|Romance
562,Kika (1993),Comedy|Drama
563,Bhaji on the Beach (1993),Comedy|Drama
564,Little Big League (1994),Comedy|Drama
565,"Slingshot, The (Kﾃ･disbellan) (1993)",Comedy|Drama
566,"Wedding Gift, The (1994)",Drama|Romance
567,Foreign Student (1994),Drama
568,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
569,Spanking the Monkey (1994),Comedy|Drama
570,"Little Rascals, The (1994)",Children|Comedy
571,Fausto (1993),Comedy
572,Andre (1994),Adventure|Children|Drama
573,"Escort, The (Scorta, La) (1993)",Crime|Thriller
574,Princess Caraboo (1994),Drama
575,"Celluloid Closet, The (1995)",Documentary
576,Mﾃｩtisse (Cafﾃｩ au Lait) (1993),Comedy|Drama
577,Dear Diary (Caro Diario) (1994),Comedy|Drama
578,I Don't Want to Talk About It (De eso no se habla) (1993),Drama|Romance
579,"Brady Bunch Movie, The (1995)",Comedy
580,Home Alone (1990),Children|Comedy
581,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
582,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
